SegmentIndex,ECG_R_Peak_1Based,PPG_Systolic_Peak_1Based
411,13857,13696
411,14138,13978
411,14416,14258
411,14695,14532
411,14972,14814
411,15246,15091
411,,15359
412,158,3
412,430,276
412,700,549
412,969,817
412,1238,1088
412,1505,1354
412,1771,1623
412,2036,1888
412,2304,2152
412,2574,2423
412,2844,2692
412,3115,2960
412,3384,3233
412,3656,3502
412,3932,3769
412,4214,4047
412,4496,4327
412,4774,4607
412,5052,4886
412,5335,5155
412,5619,5443
412,5901,5725
412,6185,6000
412,6466,6290
412,6745,6581
412,7023,6858
412,7298,7143
412,7571,7412
412,7847,7692
412,8121,7970
412,8392,8242
412,8664,8516
412,8936,8786
412,9206,9061
412,9481,9329
412,9756,9604
412,10032,9881
412,10304,10153
412,10585,10422
412,10867,10707
412,11153,10991
412,11441,11274
412,11727,11562
412,12014,11847
412,12297,12134
412,12579,12421
412,12858,12700
412,13135,12980
412,13405,13256
412,13672,13527
412,13938,13789
412,14202,14054
412,14460,14320
412,14718,14577
412,14976,14836
412,15230,15098
412,,15348
413,124,1.84467e+19
413,378,247
413,632,497
413,884,752
413,1057,1003
413,1387,1502
413,1640,1759
413,1888,2004
413,2138,2259
413,2391,2513
413,2642,2763
413,2895,3012
413,3153,3269
413,3416,3532
413,3683,3799
413,3955,4065
413,4226,4342
413,4497,4604
413,4767,4874
413,5036,5142
413,5306,5416
413,5573,5695
413,5834,5950
413,6088,6203
413,6343,6460
413,6598,6711
413,6849,6958
413,7097,7208
413,7347,7462
413,7599,7707
413,7852,7964
413,8104,8216
413,8355,8472
413,8610,8728
413,8865,8987
413,9119,9236
413,9374,9493
413,9631,9750
413,9888,10009
413,10146,10267
413,10402,10523
413,10659,10779
413,10916,11036
413,11175,11293
413,11437,11555
413,11701,11820
413,11970,12090
413,12238,12356
413,12505,12621
413,12775,12892
413,13046,13164
413,13317,13434
413,13588,13707
413,13860,13978
413,14128,14247
413,14395,14513
413,14659,14777
413,14913,15032
413,15165,15285
414,56,1.84467e+19
414,308,168
414,557,420
414,808,671
414,1060,916
414,1313,1167
414,1571,1430
414,1825,1681
414,2081,1948
414,2339,2204
414,2601,2463
414,2863,2723
414,3126,2985
414,3392,3247
414,3658,3514
414,3926,3780
414,4191,4046
414,4456,4310
414,4723,4576
414,4989,4841
414,5255,5108
414,5522,5374
414,5793,5641
414,6064,5911
414,6333,6180
414,6604,6456
414,6874,6723
414,7141,6997
414,7409,7260
414,7677,7530
414,7942,7796
414,8207,8059
414,8471,8326
414,8736,8590
414,8997,8853
414,9260,9116
414,9526,9378
414,9795,9645
414,10067,9911
414,10343,10186
414,10619,10457
414,10892,10734
414,11165,11013
414,11437,11284
414,11710,11557
414,11973,11831
414,12233,12098
414,12486,12348
414,12740,12606
414,12991,12856
414,13242,13104
414,13494,13352
414,13747,13606
414,14001,13864
414,14260,14111
414,14517,14372
414,14776,14637
414,15038,14895
414,15297,15158
415,197,59
415,455,319
415,715,576
415,972,835
415,1230,1093
415,1487,1349
415,1746,1604
415,2007,1866
415,2265,2126
415,2524,2379
415,2783,2639
415,3044,2900
415,3304,3163
415,3565,3422
415,3826,3682
415,4090,3943
415,4358,4207
415,4624,4480
415,4890,4745
415,5158,5011
415,5425,5279
415,5692,5544
415,5959,5812
415,6226,6081
415,6492,6345
415,6755,6615
415,7019,6873
415,7282,7138
415,7546,7404
415,7809,7668
415,8070,7929
415,8333,8190
415,8594,8452
415,8856,8713
415,9114,8972
415,9375,9233
415,9635,9494
415,9891,9753
415,10149,10011
415,10407,10268
415,10665,10524
415,10922,10783
415,11178,11038
415,11435,11298
415,11691,11552
415,11949,11808
415,12206,12063
415,12461,12322
415,12716,12579
415,12970,12833
415,13221,13085
415,13468,13345
415,13715,13584
415,13970,13834
415,14218,14084
415,14465,14328
415,14713,14582
415,14971,14840
415,15219,15096
415,,15338
416,113,1.84467e+19
416,357,234
416,621,479
416,791,742
416,1121,1233
416,1392,1510
416,1630,1747
416,1900,2021
416,2155,2279
416,2410,2531
416,2659,2776
416,2921,3037
416,3178,3299
416,3437,3557
416,3695,3810
416,3950,4068
416,4209,4325
416,4470,4585
416,4722,4841
416,4983,5101
416,5244,5363
416,5507,5624
416,5767,5885
416,6031,6151
416,6297,6416
416,6561,6682
416,6825,6947
416,7088,7208
416,7352,7475
416,7615,7733
416,7876,7996
416,8137,8259
416,8400,8522
416,8662,8782
416,8923,9047
416,9187,9310
416,9449,9572
416,9707,9828
416,9965,10086
416,10226,10348
416,10487,10607
416,10745,10868
416,11003,11124
416,11262,11383
416,11526,11647
416,11791,11910
416,12058,12176
416,12327,12444
416,12600,12721
416,12872,12989
416,13143,13262
416,13423,13543
416,13699,13815
416,13971,14088
416,14241,14361
416,14513,14632
416,14781,14901
416,15050,15169
416,15322,
417,233,79
417,506,357
417,775,630
417,1047,899
417,1319,1167
417,1590,1440
417,1857,1713
417,2126,1980
417,2391,2247
417,2658,2507
417,2924,2779
417,3187,3048
417,3452,3311
417,3718,3572
417,3985,3839
417,4253,4104
417,4523,4374
417,4792,4642
417,5059,4911
417,5324,5179
417,5589,5444
417,5855,5709
417,6122,5977
417,6388,6242
417,6657,6504
417,6924,6777
417,7194,7040
417,7464,7314
417,7735,7582
417,8007,7856
417,8278,8124
417,8549,8394
417,8834,8663
417,9095,8942
417,9363,9206
417,9631,9479
417,9903,9749
417,10176,10024
417,10451,10298
417,10991,10570
417,11265,10706
417,11530,11104
417,11793,11378
417,12059,11649
417,12325,11913
417,12591,12178
417,12857,12443
417,13122,12709
417,13388,12976
417,13650,13239
417,13914,13504
417,14179,13766
417,14443,14029
417,14705,14299
417,14966,14558
417,15230,14824
417,,15084
417,,15347
418,136,1.84467e+19
418,405,253
418,675,525
418,949,794
418,1225,1066
418,1503,1339
418,1785,1614
418,2068,1889
418,2353,2178
418,2636,2460
418,2919,2747
418,3197,3036
418,3472,3310
418,3748,3592
418,4022,3867
418,4295,4148
418,4569,4411
418,4845,4690
418,5118,4967
418,5395,5241
418,5674,5517
418,5954,5793
418,6234,6076
418,6514,6356
418,6796,6636
418,7074,6917
418,7352,7194
418,7629,7474
418,7909,7749
418,8185,8032
418,8461,8308
418,8735,8580
418,9005,8855
418,9275,9125
418,9543,9391
418,9812,9662
418,10078,9930
418,10344,10198
418,10612,10464
418,10878,10733
418,11143,10993
418,11412,11260
418,11682,11529
418,11951,11804
418,12218,12071
418,12488,12339
418,12755,12610
418,13021,12875
418,13285,13144
418,13550,13405
418,13815,13669
418,14079,13936
418,14347,14199
418,14616,14466
418,14885,14735
418,15154,15005
418,,15274
419,64,1.84467e+19
419,334,182
419,598,451
419,863,718
419,1129,983
419,1393,1249
419,1656,1511
419,1919,1773
419,2185,2037
419,2450,2304
419,2714,2566
419,2977,2831
419,3240,3097
419,3502,3357
419,3766,3618
419,4031,3884
419,4296,4149
419,4567,4413
419,5114,4684
419,5389,4954
419,5667,5237
419,5947,5508
419,6228,5783
419,6510,6062
419,6789,6348
419,7068,6628
419,7347,6912
419,7627,7188
419,7903,7465
419,8181,7746
419,8460,8022
419,8735,8297
419,9011,8579
419,9290,8853
419,9566,9133
419,9843,9407
419,10120,9683
419,10395,9957
419,10672,10235
419,10951,10511
419,11229,10788
419,11506,11062
419,11784,11342
419,12058,11626
419,12331,11901
419,12603,12173
419,12874,12447
419,13146,12719
419,13416,12991
419,13685,13263
419,13950,13534
419,14217,13803
419,14482,14071
419,14747,14336
419,15013,14604
419,15279,14867
419,,15132
420,186,39
420,454,306
420,719,573
420,983,839
420,1251,1102
420,1521,1369
420,1786,1639
420,2052,1905
420,2320,2172
420,2583,2433
420,2846,2702
420,3106,2962
420,3367,3224
420,3624,3489
420,3883,3740
420,4143,3999
420,4404,4256
420,4662,4520
420,4923,4773
420,5186,5038
420,5447,5305
420,5708,5563
420,5970,5821
420,6232,6082
420,6496,6345
420,6760,6611
420,7022,6875
420,7284,7141
420,7549,7400
420,7812,7667
420,8075,7933
420,8339,8192
420,8607,8462
420,8874,8726
420,9142,8995
420,9414,9268
420,9685,9532
420,9956,9804
420,10224,10070
420,10494,10339
420,10767,10608
420,11036,10885
420,11302,11152
420,11571,11418
420,11841,11686
420,12108,11962
420,12376,12227
420,12643,12495
420,12911,12762
420,13177,13030
420,13444,13296
420,13711,13557
420,13979,13827
420,14246,14096
420,14515,14366
420,14785,14632
420,15051,14904
420,15319,15170
421,224,77
421,489,343
421,753,605
421,1018,872
421,1284,1139
421,1552,1403
421,1824,1675
421,2098,1943
421,2371,2211
421,2646,2484
421,2920,2764
421,3192,3034
421,3465,3307
421,3741,3587
421,4016,3861
421,4291,4130
421,4565,4407
421,4839,4687
421,5111,4956
421,5385,5228
421,5658,5507
421,5929,5777
421,6199,6046
421,6470,6319
421,6741,6587
421,7010,6861
421,7540,7129
421,7808,7651
421,8070,7927
421,8332,8189
421,8596,8448
421,8857,8714
421,9118,8976
421,9381,9233
421,9643,9496
421,9906,9760
421,10169,10025
421,10434,10287
421,10700,10552
421,10964,10819
421,11229,11084
421,11496,11347
421,11765,11612
421,12036,11881
421,12309,12153
421,12583,12424
421,12856,12694
421,13129,12964
421,13405,13241
421,13679,13519
421,13953,13789
421,14228,14060
421,14502,14350
421,14773,14623
421,15046,14887
421,15319,15164
422,234,74
422,508,351
422,782,620
422,1058,897
422,1333,1168
422,1611,1447
422,1896,1727
422,5755,2011
422,6003,2302
422,6252,2584
422,6495,2861
422,6732,3139
422,,3424
422,,3705
422,,3984
422,,4263
422,,4542
422,,4821
422,,5095
422,,5364
422,,5620
422,,5942
422,,6116
422,,6378
422,,6631
422,,6784
422,,7057
422,,7273
422,,7505
422,,7735
422,,7965
422,,8206
422,,8439
422,,8678
422,,8903
422,,9143
422,,9382
422,,9619
422,,9862
422,,10095
422,,10334
422,,10570
422,,10814
422,,11057
422,,11301
422,,11547
422,,11790
422,,12031
422,,12284
422,,12529
422,,12773
422,,13019
422,,13266
422,,13518
422,,13769
422,,14025
422,,14273
422,,14523
422,,14774
422,,15020
422,,15271
423,37,158
423,284,402
423,535,657
423,787,906
423,1040,1159
423,1290,1410
423,1540,1662
423,1793,1915
423,2044,2166
423,2294,2418
423,2543,2664
423,2792,2911
423,3042,3161
423,3291,3408
423,3539,3657
423,3788,3904
423,4037,4158
423,4289,4408
423,4538,4658
423,4803,4919
423,5036,5159
423,5285,5405
423,5553,5674
423,5790,5912
423,6040,6164
423,6292,6413
423,6548,6669
423,6804,6926
423,7059,7181
423,7313,7437
423,7571,7692
423,7827,7948
423,8087,8209
423,8341,8462
423,8598,8718
423,8858,8980
423,9117,9238
423,9375,9495
423,9631,9751
423,9890,10009
423,10147,10269
423,10402,10525
423,10659,10782
423,10918,11038
423,11175,11295
423,11429,11550
423,11682,11799
423,11934,12056
423,12187,12309
423,12441,12554
423,12698,12817
423,12950,13073
423,13205,13327
423,13458,13581
423,13711,13834
423,13966,14088
423,14221,14342
423,14473,14591
423,14725,14848
423,14979,15105
423,15238,15359
424,137,1.84467e+19
424,392,260
424,647,514
424,906,773
424,1162,1028
424,1415,1286
424,1667,1542
424,1923,1788
424,2176,2047
424,2426,2298
424,2672,2547
424,2917,2799
424,3163,3044
424,3410,3283
424,3656,3528
424,3903,3771
424,4149,4016
424,4400,4266
424,4652,4518
424,4905,4774
424,5155,5026
424,5414,5282
424,5673,5533
424,5934,5791
424,6192,6055
424,6450,6309
424,6710,6571
424,6972,6830
424,7231,7089
424,7488,7353
424,7746,7608
424,8004,7866
424,8262,8125
424,8521,8385
424,8777,8647
424,9039,8899
424,9297,9165
424,9557,9419
424,9813,9680
424,10071,9939
424,10330,10193
424,10502,10454
424,10608,10718
424,10853,10966
424,11117,11235
424,11386,11506
424,11659,11781
424,11932,12052
424,12203,12327
424,12475,12602
424,12749,12878
424,13020,13141
424,13290,13418
424,13560,13684
424,13828,13952
424,14092,14218
424,14357,14480
424,14617,14738
424,14878,15001
424,15137,15264
425,36,161
425,298,421
425,559,680
425,821,942
425,1083,1204
425,1344,1464
425,1605,1734
425,1866,1992
425,2127,2255
425,2386,2512
425,2644,2767
425,2900,3025
425,3156,3278
425,3411,3535
425,3667,3791
425,3924,4046
425,4181,4304
425,4437,4558
425,4694,4817
425,4953,5079
425,5217,5338
425,5487,5607
425,5757,5880
425,6028,6150
425,6300,6427
425,6572,6700
425,6839,6964
425,7097,7218
425,7357,7481
425,7614,7732
425,7868,7992
425,8122,8242
425,8380,8496
425,8639,8751
425,8900,9010
425,9159,9283
425,9419,9546
425,9681,9799
425,9943,10061
425,10206,10329
425,10465,10588
425,10725,10853
425,10986,11112
425,11243,11367
425,11500,11625
425,11759,11880
425,12018,12141
425,12280,12402
425,12541,12665
425,12805,12926
425,13066,13189
425,13325,13450
425,13586,13710
425,13847,13973
425,14106,14229
425,14366,14489
425,14626,14747
425,14886,15008
425,15148,15272
426,51,1.84467e+19
426,314,172
426,579,435
426,840,701
426,1105,965
426,1371,1226
426,1637,1494
426,1905,1759
426,2169,2029
426,2436,2294
426,2701,2556
426,2966,2826
426,3229,3090
426,3493,3351
426,3756,3615
426,4023,3877
426,4286,4145
426,4551,4408
426,4817,4677
426,5082,4942
426,5344,5204
426,5606,5470
426,5866,5730
426,6127,5991
426,6386,6252
426,6643,6510
426,6902,6767
426,7161,7026
426,7418,7282
426,7675,7544
426,7931,7797
426,8188,8054
426,8445,8308
426,8703,8570
426,8962,8823
426,9222,9087
426,9485,9345
426,9749,9606
426,10014,9872
426,10279,10138
426,10547,10400
426,10817,10670
426,11086,10941
426,11354,11212
426,11622,11475
426,11891,11744
426,12159,12012
426,12427,12281
426,12694,12549
426,12960,12812
426,13227,13086
426,13494,13352
426,13762,13618
426,14031,13886
426,14298,14157
426,14565,14422
426,14834,14691
426,15104,14957
426,,15227
427,13,137
427,282,410
427,555,680
427,829,953
427,1098,1224
427,1365,1489
427,1630,1755
427,1894,2014
427,2157,2282
427,2419,2544
427,2682,2805
427,2946,3067
427,3209,3330
427,3467,3588
427,3725,3848
427,3976,4102
427,4224,4341
427,4470,4592
427,4717,4836
427,4961,5078
427,5205,5320
427,5452,5565
427,5703,5816
427,5957,6067
427,6209,6321
427,6462,6581
427,6721,6846
427,6982,7107
427,7241,7364
427,7499,7623
427,7758,7885
427,8021,8138
427,8283,8409
427,8544,8668
427,8805,8926
427,9066,9186
427,9331,9448
427,9596,9719
427,9866,9988
427,10134,10254
427,10402,10524
427,10672,10791
427,10938,11061
427,11205,11326
427,11470,11592
427,11733,11854
427,11994,12114
427,12256,12379
427,12519,12642
427,12783,12905
427,13051,13171
427,13324,13442
427,13598,13722
427,13876,13998
427,14148,14265
427,14420,14539
427,14693,14809
427,14964,15084
427,15232,15355
428,142,4
428,405,269
428,669,532
428,933,797
428,1196,1058
428,1454,1323
428,1709,1579
428,1962,1832
428,2218,2085
428,2471,2344
428,2721,2591
428,2975,2839
428,3232,3089
428,3488,3349
428,3743,3603
428,4005,3868
428,4265,4129
428,4524,4383
428,4783,4650
428,5047,4909
428,5315,5175
428,5579,5441
428,5843,5704
428,6110,5966
428,6377,6229
428,6645,6497
428,6911,6769
428,7178,7035
428,7446,7303
428,7717,7569
428,7984,7838
428,8251,8106
428,8520,8375
428,8788,8644
428,9056,8915
428,9324,9181
428,9592,9449
428,9860,9717
428,10123,9985
428,10385,10247
428,10649,10507
428,10916,10775
428,11181,11039
428,11443,11306
428,11706,11567
428,11974,11834
428,12239,12096
428,12504,12364
428,12768,12625
428,13033,12892
428,13300,13155
428,13567,13421
428,13831,13691
428,14093,13958
428,14353,14218
428,14616,14476
428,14875,14740
428,15134,14999
428,,15259
429,32,154
429,292,412
429,554,677
429,816,934
429,1081,1205
429,1349,1468
429,1614,1736
429,1880,2003
429,2144,2264
429,2407,2532
429,2666,2795
429,2925,3050
429,3185,3311
429,3444,3569
429,3699,3824
429,3950,4077
429,4201,4326
429,4452,4570
429,4701,4823
429,4949,5071
429,5199,5316
429,5453,5570
429,5709,5828
429,5962,6086
429,6217,6343
429,6475,6601
429,6738,6861
429,7001,7126
429,7261,7384
429,7517,7641
429,7773,7896
429,8032,8153
429,8288,8409
429,8545,8663
429,8803,8924
429,9059,9178
429,9320,9438
429,9580,9695
429,9841,9960
429,10103,10226
429,10367,10488
429,10631,10750
429,10894,11012
429,11157,11280
429,11425,11550
429,11698,11823
429,11968,12095
429,12235,12361
429,12499,12623
429,12762,12887
429,13027,13150
429,13292,13417
429,13555,13681
429,13818,13943
429,14078,14205
429,14342,14463
429,14605,14728
429,14866,14990
429,15126,15254
430,29,149
430,291,416
430,549,672
430,810,936
430,1071,1192
430,1332,1454
430,1597,1718
430,1862,1982
430,2131,2254
430,2405,2524
430,2678,2798
430,2946,3068
430,3216,3337
430,3483,3606
430,3751,3876
430,4017,4145
430,4281,4408
430,4545,4667
430,4806,4932
430,5067,5194
430,5327,5450
430,5587,5708
430,5846,5972
430,6103,6231
430,6362,6487
430,6621,6743
430,6879,7004
430,7136,7263
430,7391,7516
430,7649,7773
430,7907,8030
430,8165,8291
430,8423,8546
430,8687,8810
430,8951,9074
430,9218,9342
430,9490,9610
430,9762,9886
430,10033,10155
430,10303,10428
430,10568,10696
430,10831,10953
430,11087,11210
430,11342,11465
430,11597,11714
430,11853,11971
430,12107,12219
430,12363,12474
430,12625,12741
430,12889,12998
430,13155,13269
430,13418,13532
430,13680,13808
430,13945,14072
430,14210,14332
430,14474,14600
430,14739,14867
430,15006,15128
430,15277,
431,186,41
431,457,311
431,728,584
431,998,855
431,1269,1122
431,1540,1395
431,1811,1665
431,2080,1933
431,2349,2203
431,2618,2474
431,2886,2739
431,3150,3011
431,3412,3276
431,3676,3534
431,3942,3800
431,4204,4066
431,4464,4324
431,4725,4589
431,4987,4845
431,5247,5106
431,5507,5368
431,5763,5628
431,6022,5884
431,6286,6148
431,6551,6409
431,6823,6675
431,7103,6943
431,7382,7228
431,7665,7507
431,7945,7792
431,8219,8071
431,8494,8349
431,8770,8618
431,9042,8892
431,9309,9166
431,9575,9437
431,9842,9696
431,10109,9969
431,10374,10235
431,10637,10499
431,10901,10765
431,11167,11027
431,11436,11291
431,11703,11559
431,11972,11828
431,12240,12098
431,12505,12363
431,12769,12626
431,13030,12888
431,13290,13152
431,13547,13410
431,13805,13670
431,14063,13927
431,14322,14183
431,14582,14440
431,14838,14704
431,15097,14959
431,15357,15214
432,261,116
432,523,383
432,786,652
432,1048,911
432,1313,1174
432,1574,1440
432,1834,1701
432,2096,1959
432,2355,2218
432,2611,2478
432,2867,2732
432,3125,2992
432,3382,3245
432,3636,3500
432,3891,3759
432,4146,4012
432,4403,4269
432,4661,4523
432,4919,4784
432,5181,5043
432,5445,5305
432,5708,5567
432,5969,5832
432,6232,6091
432,6500,6353
432,6767,6624
432,7039,6887
432,7311,7162
432,7584,7430
432,7860,7706
432,8136,7982
432,8408,8258
432,8679,8533
432,8952,8803
432,9222,9075
432,9498,9345
432,9773,9625
432,10056,9899
432,10337,10184
432,10619,10461
432,10902,10740
432,11177,11028
432,11453,11295
432,11730,11581
432,12002,11855
432,12273,12127
432,12543,12402
432,12812,12667
432,13079,12937
432,13344,13205
432,13609,13469
432,13872,13730
432,14136,13995
432,14400,14260
432,14665,14527
432,14930,14788
432,15197,15051
432,,15321
433,106,1.84467e+19
433,377,227
433,648,503
433,913,772
433,1180,1036
433,1447,1303
433,1713,1569
433,1976,1833
433,2240,2098
433,2505,2360
433,2768,2625
433,3033,2886
433,3298,3156
433,3564,3422
433,3828,3689
433,4093,3951
433,4362,4218
433,4629,4486
433,4895,4755
433,5161,5020
433,5429,5289
433,5700,5553
433,5972,5822
433,6239,6097
433,6503,6365
433,6768,6629
433,7034,6894
433,7297,7160
433,7560,7421
433,7825,7682
433,8087,7947
433,8345,8209
433,8605,8467
433,8862,8730
433,9122,8986
433,9381,9242
433,9639,9503
433,9895,9761
433,10155,10014
433,10414,10276
433,10673,10536
433,10931,10791
433,11191,11051
433,11449,11311
433,11707,11566
433,11967,11828
433,12229,12089
433,12495,12349
433,12762,12618
433,13030,12886
433,13302,13154
433,13573,13426
433,13841,13699
433,14108,13965
433,14378,14234
433,14649,14503
433,14914,14770
433,15181,15040
433,,15305
434,89,1.84467e+19
434,354,211
434,618,478
434,879,739
434,1142,1004
434,1403,1266
434,1667,1528
434,1929,1790
434,2192,2051
434,2455,2314
434,2719,2572
434,2981,2839
434,3241,3101
434,3504,3363
434,3766,3625
434,4029,3885
434,4292,4147
434,4553,4409
434,4816,4671
434,5076,4935
434,5353,5197
434,5596,5457
434,5854,5713
434,6115,5969
434,6375,6236
434,6634,6493
434,6890,6758
434,7146,7013
434,7403,7265
434,7657,7524
434,7909,7774
434,8161,8031
434,8416,8284
434,8674,8537
434,8935,8797
434,9201,9057
434,9469,9324
434,9742,9590
434,10013,9861
434,10286,10133
434,10554,10406
434,10825,10679
434,11093,10947
434,11356,11214
434,11616,11477
434,11876,11740
434,12134,11995
434,12396,12255
434,12655,12518
434,12915,12778
434,13174,13033
434,13434,13293
434,13694,13550
434,13957,13812
434,14218,14077
434,14481,14342
434,14743,14603
434,15005,14866
434,15272,15132
435,177,37
435,441,302
435,704,565
435,968,827
435,1233,1090
435,1497,1359
435,1761,1625
435,2024,1887
435,2288,2149
435,2551,2411
435,2811,2671
435,3071,2931
435,3330,3195
435,3591,3451
435,3852,3712
435,4111,3976
435,4371,4232
435,4635,4496
435,4897,4758
435,5163,5016
435,5427,5286
435,5694,5551
435,5965,5814
435,6234,6084
435,6505,6353
435,6774,6628
435,7043,6897
435,7316,7165
435,7588,7436
435,7858,7707
435,8132,7986
435,8406,8256
435,8677,8532
435,8945,8798
435,9213,9070
435,9483,9337
435,9750,9604
435,10013,9872
435,10277,10137
435,10538,10402
435,10802,10660
435,11062,10926
435,11320,11178
435,11578,11439
435,11838,11699
435,12100,11957
435,12359,12215
435,12619,12474
435,12881,12742
435,13143,13001
435,13407,13264
435,13668,13528
435,13927,13794
435,14192,14050
435,14459,14314
435,14724,14582
435,14986,14846
435,15252,15108
435,,15359
436,159,12
436,430,274
436,698,552
436,966,819
436,1238,1084
436,1508,1363
436,1774,1634
436,2304,1898
436,2569,2168
436,2830,2419
436,3090,2689
436,3352,2950
436,3617,3213
436,3881,3477
436,4148,3738
436,4413,4000
436,4682,4270
436,4951,4537
436,5215,4804
436,5479,5073
436,5743,5335
436,6005,5604
436,6264,5868
436,6523,6124
436,6779,6388
436,7039,6646
436,7298,6900
436,7558,7161
436,7817,7418
436,8073,7678
436,8332,7940
436,8591,8195
436,8847,8449
436,9099,8709
436,9354,8965
436,9610,9213
436,9868,9462
436,10128,9722
436,10388,9979
436,10656,10247
436,10930,10510
436,11205,10774
436,11480,11050
436,11752,11327
436,12025,11603
436,12298,11879
436,12569,12150
436,12839,12423
436,13110,12693
436,13381,12962
436,13653,13236
436,13927,13504
436,14195,13776
436,14463,14050
436,14729,14318
436,14996,14588
436,15260,14855
436,,15119
436,,15359
437,162,17
437,423,284
437,684,541
437,944,805
437,1205,1064
437,1467,1329
437,1728,1577
437,1991,1843
437,2256,2112
437,2519,2378
437,2782,2646
437,3044,2905
437,3308,3167
437,3572,3429
437,3839,3695
437,4107,3966
437,4372,4230
437,4639,4498
437,4906,4761
437,5173,5028
437,5438,5293
437,5700,5563
437,5964,5828
437,6232,6087
437,6496,6357
437,6761,6620
437,7027,6886
437,7293,7147
437,7562,7414
437,7829,7684
437,8095,7957
437,8359,8218
437,8624,8483
437,8889,8743
437,9151,9012
437,9415,9275
437,9678,9539
437,9940,9801
437,10201,10059
437,10460,10321
437,10720,10586
437,10977,10844
437,11238,11097
437,11495,11358
437,11752,11614
437,12011,11871
437,12270,12131
437,12535,12390
437,12802,12658
437,13071,12927
437,13342,13197
437,13612,13466
437,13877,13734
437,14143,14002
437,14402,14266
437,14661,14523
437,14921,14781
437,15182,15040
437,,15297
438,82,1.84467e+19
438,342,205
438,604,460
438,866,721
438,1131,988
438,1395,1250
438,1660,1516
438,1926,1788
438,2193,2053
438,2457,2310
438,2723,2580
438,2991,2845
438,3263,3116
438,3533,3385
438,3804,3652
438,4068,3927
438,4334,4189
438,4602,4458
438,4868,4725
438,5137,4988
438,5406,5257
438,5675,5523
438,5945,5798
438,6214,6070
438,6481,6343
438,6752,6609
438,7023,6878
438,7294,7146
438,7562,7419
438,7832,7690
438,8097,7957
438,8354,8217
438,8601,8475
438,8770,8759
438,9354,9009
438,9598,9147
438,9836,9444
438,10326,9796
438,10573,9944
438,10819,10076
438,11065,10421
438,11315,10665
438,11563,10916
438,11811,11168
438,12059,11419
438,12305,11670
438,12551,11914
438,12799,12166
438,13046,12407
438,13294,12662
438,13541,12916
438,13791,13166
438,14038,13408
438,14289,13660
438,14542,13911
438,14796,14161
438,15049,14407
438,15303,14657
438,,14914
438,,15172
439,198,67
439,454,321
439,707,579
439,964,830
439,1223,1091
439,1479,1344
439,1734,1607
439,1993,1859
439,7677,2116
439,,2376
439,,2630
439,,2881
439,,3140
439,,3395
439,,3653
439,,3914
439,,4166
439,,4420
439,,4679
439,,4931
439,,5186
439,,5438
439,,5700
439,,5952
439,,6204
439,,6453
439,,6699
439,,6947
439,,7185
439,,7455
439,,7657
439,,7889
439,,8127
439,,8355
439,,8595
439,,8834
439,,9053
439,,9297
439,,9533
439,,9765
439,,10000
439,,10230
439,,10459
439,,10696
439,,10920
439,,11150
439,,11382
439,,11609
439,,11831
439,,12084
439,,12304
439,,12553
439,,12787
439,,13039
439,,13277
439,,13516
439,,13770
439,,14020
439,,14265
439,,14519
439,,14765
439,,15021
439,,15272
440,48,1.84467e+19
440,304,166
440,558,422
440,815,674
440,1068,936
440,1321,1181
440,1573,1439
440,1825,1691
440,2076,1945
440,2327,2200
440,2498,2452
440,2594,2703
440,2832,2944
440,3084,3198
440,3338,3460
440,3594,3714
440,3851,3972
440,4108,4230
440,4366,4493
440,4622,4745
440,4883,5009
440,5158,5269
440,5395,5506
440,5647,5765
440,5899,6022
440,6156,6276
440,6411,6532
440,6665,6788
440,6916,7039
440,7171,7291
440,7423,7545
440,7677,7799
440,7928,8049
440,8180,8298
440,8435,8553
440,8688,8809
440,8939,9059
440,9189,9308
440,9440,9559
440,9690,9812
440,9940,10060
440,10186,10305
440,10433,10555
440,10683,10804
440,10943,11065
440,11185,11308
440,11434,11555
440,11683,11808
440,11931,12051
440,12182,12305
440,12431,12554
440,12680,12803
440,12932,13056
440,13183,13311
440,13434,13555
440,13685,13808
440,13938,14055
440,14189,14305
440,14441,14561
440,14692,14813
440,14942,15070
440,15196,15318
441,87,1.84467e+19
441,339,211
441,589,460
441,839,708
441,1086,963
441,1336,1211
441,1582,1456
441,1829,1701
441,2073,1946
441,2317,2186
441,2562,2436
441,2808,2677
441,3060,2921
441,3298,3174
441,3554,3415
441,3799,3681
441,4052,3919
441,4307,4171
441,4560,4428
441,4813,4681
441,5067,4934
441,5324,5191
441,5580,5448
441,5835,5703
441,6091,5960
441,6356,6217
441,6610,6478
441,6870,6732
441,7129,6988
441,7388,7249
441,7648,7512
441,7907,7769
441,8168,8028
441,8428,8292
441,8686,8552
441,8946,8809
441,9206,9068
441,9469,9331
441,9730,9587
441,9992,9853
441,10252,10112
441,10512,10371
441,10770,10635
441,11030,10890
441,11292,11149
441,11554,11413
441,11814,11672
441,12075,11936
441,12333,12197
441,12592,12455
441,12850,12710
441,13103,12973
441,13355,13226
441,13608,13481
441,13859,13734
441,14109,13983
441,14359,14235
441,14605,14485
441,14856,14734
441,15105,14982
441,15355,15225
442,244,118
442,492,367
442,743,614
442,996,868
442,1247,1116
442,1499,1367
442,1749,1622
442,2003,1871
442,2258,2122
442,2512,2378
442,2767,2632
442,3020,2888
442,3276,3141
442,3533,3396
442,3788,3653
442,4043,3903
442,4299,4166
